# Context trajectories (TVD m below DF, NS/EW m from the package origin). STATUS: definitive = Equinor definitive survey; reconstructed = smooth path through official formation-pick coordinates
WELL,MD,TVD,NS,EW,STATUS
NO 15/9-F-11 T2,4430.00,3272.33,565.08,1081.15,definitive
NO 15/9-F-11 T2,4440.00,3282.03,565.89,1083.41,definitive
NO 15/9-F-11 T2,4450.00,3291.74,566.71,1085.67,definitive
NO 15/9-F-11 T2,4460.00,3301.45,567.54,1087.91,definitive
NO 15/9-F-11 T2,4470.00,3311.16,568.38,1090.15,definitive
NO 15/9-F-11 T2,4480.00,3320.87,569.21,1092.40,definitive
NO 15/9-F-11 T2,4490.00,3330.57,570.06,1094.67,definitive
NO 15/9-F-11 T2,4500.00,3340.26,570.95,1096.97,definitive
NO 15/9-F-11 T2,4510.00,3349.95,571.87,1099.28,definitive
NO 15/9-F-11 T2,4520.00,3359.63,572.83,1101.57,definitive
NO 15/9-F-11 T2,4530.00,3369.32,573.83,1103.85,definitive
NO 15/9-F-11 T2,4540.00,3379.00,574.87,1106.11,definitive
NO 15/9-F-11 T2,4550.70,3389.36,576.03,1108.53,definitive
NO 15/9-F-11 T2,4562.00,3400.30,577.30,1111.08,definitive
NO 15/9-F-12 pilot,0.0,0.0,2.7,0.2,reconstructed
NO 15/9-F-12 pilot,145.0,145.0,2.7,0.2,reconstructed
NO 15/9-F-12 pilot,169.6,169.6,2.6,0.2,reconstructed
NO 15/9-F-12 pilot,194.2,194.2,2.6,0.2,reconstructed
NO 15/9-F-12 pilot,218.7,218.7,2.6,0.3,reconstructed
NO 15/9-F-12 pilot,243.3,243.3,2.6,0.3,reconstructed
NO 15/9-F-12 pilot,267.9,267.9,2.5,0.4,reconstructed
NO 15/9-F-12 pilot,292.5,292.5,2.5,0.5,reconstructed
NO 15/9-F-12 pilot,317.1,317.1,2.5,0.6,reconstructed
NO 15/9-F-12 pilot,341.7,341.6,2.4,0.8,reconstructed
NO 15/9-F-12 pilot,366.2,366.2,2.3,0.9,reconstructed
NO 15/9-F-12 pilot,390.8,390.8,2.3,1.0,reconstructed
NO 15/9-F-12 pilot,415.4,415.4,2.2,1.2,reconstructed
NO 15/9-F-12 pilot,440.0,440.0,2.2,1.4,reconstructed
NO 15/9-F-12 pilot,464.6,464.6,2.1,1.6,reconstructed
NO 15/9-F-12 pilot,489.1,489.1,2.0,1.8,reconstructed
NO 15/9-F-12 pilot,513.7,513.7,1.9,2.0,reconstructed
NO 15/9-F-12 pilot,538.3,538.3,1.9,2.2,reconstructed
NO 15/9-F-12 pilot,562.9,562.9,1.8,2.4,reconstructed
NO 15/9-F-12 pilot,587.5,587.5,1.7,2.6,reconstructed
NO 15/9-F-12 pilot,612.1,612.0,1.6,2.8,reconstructed
NO 15/9-F-12 pilot,636.6,636.6,1.5,3.1,reconstructed
NO 15/9-F-12 pilot,661.2,661.2,1.5,3.3,reconstructed
NO 15/9-F-12 pilot,685.8,685.8,1.4,3.5,reconstructed
NO 15/9-F-12 pilot,710.4,710.4,1.3,3.7,reconstructed
NO 15/9-F-12 pilot,735.0,734.9,1.3,4.0,reconstructed
NO 15/9-F-12 pilot,759.5,759.5,1.2,4.2,reconstructed
NO 15/9-F-12 pilot,784.1,784.1,1.1,4.4,reconstructed
NO 15/9-F-12 pilot,808.7,808.7,1.1,4.6,reconstructed
NO 15/9-F-12 pilot,833.3,833.3,1.0,4.9,reconstructed
NO 15/9-F-12 pilot,857.9,857.8,1.0,5.1,reconstructed
NO 15/9-F-12 pilot,882.5,882.4,1.0,5.3,reconstructed
NO 15/9-F-12 pilot,905.3,905.3,0.9,5.5,reconstructed
NO 15/9-F-12 pilot,928.2,928.1,0.9,5.7,reconstructed
NO 15/9-F-12 pilot,951.0,951.0,0.9,5.9,reconstructed
NO 15/9-F-12 pilot,973.9,973.9,0.9,6.1,reconstructed
NO 15/9-F-12 pilot,996.8,996.7,0.9,6.3,reconstructed
NO 15/9-F-12 pilot,1019.6,1019.6,0.9,6.5,reconstructed
NO 15/9-F-12 pilot,1042.5,1042.5,0.9,6.8,reconstructed
NO 15/9-F-12 pilot,1065.4,1065.3,0.9,7.0,reconstructed
NO 15/9-F-14,145.90,145.90,-1.24,2.41,definitive
NO 15/9-F-14,155.09,155.09,-1.23,2.41,definitive
NO 15/9-F-14,195.44,195.44,-1.07,2.49,definitive
NO 15/9-F-14,235.80,235.80,-0.87,2.74,definitive
NO 15/9-F-14,276.20,276.19,-0.50,3.41,definitive
NO 15/9-F-14,316.60,316.58,-0.04,4.39,definitive
NO 15/9-F-14,356.90,356.86,0.39,5.53,definitive
NO 15/9-F-14,397.30,397.21,0.64,7.44,definitive
NO 15/9-F-14,437.70,437.51,0.85,10.22,definitive
NO 15/9-F-14,478.00,477.71,1.51,13.03,definitive
NO 15/9-F-14,518.40,518.03,2.77,15.27,definitive
NO 15/9-F-14,558.70,558.28,4.20,16.52,definitive
NO 15/9-F-14,599.10,598.67,5.14,16.93,definitive
NO 15/9-F-14,639.50,639.06,5.44,17.09,definitive
NO 15/9-F-14,679.80,679.36,5.49,17.26,definitive
NO 15/9-F-14,720.20,719.76,5.53,17.45,definitive
NO 15/9-F-14,760.50,760.06,5.56,17.64,definitive
NO 15/9-F-14,800.90,800.46,5.53,17.86,definitive
NO 15/9-F-14,841.30,840.86,5.34,18.03,definitive
NO 15/9-F-14,881.70,881.26,5.02,18.15,definitive
NO 15/9-F-14,922.00,921.56,4.74,18.23,definitive
NO 15/9-F-14,962.40,961.96,4.54,18.28,definitive
NO 15/9-F-14,1002.80,1002.36,4.37,18.33,definitive
NO 15/9-F-14,1043.20,1042.76,4.22,18.36,definitive
NO 15/9-F-14,1083.50,1083.06,4.07,18.32,definitive
NO 15/9-F-14,1123.90,1123.46,3.91,18.22,definitive
NO 15/9-F-14,1164.20,1163.76,3.77,18.16,definitive
NO 15/9-F-14,1204.60,1204.16,3.63,18.14,definitive
NO 15/9-F-14,1245.00,1244.56,3.50,18.15,definitive
NO 15/9-F-14,1285.40,1284.96,3.36,18.17,definitive
NO 15/9-F-14,1325.80,1325.36,3.23,18.18,definitive
NO 15/9-F-14,1366.10,1365.66,3.13,18.25,definitive
NO 15/9-F-14,1406.50,1406.06,3.06,18.35,definitive
NO 15/9-F-14,1446.80,1446.36,2.99,18.45,definitive
NO 15/9-F-14,1487.20,1486.75,2.91,18.56,definitive
NO 15/9-F-14,1527.50,1527.05,2.84,18.66,definitive
NO 15/9-F-14,1567.90,1567.45,2.76,18.76,definitive
NO 15/9-F-14,1608.20,1607.75,2.68,18.86,definitive
NO 15/9-F-14,1648.60,1648.15,2.59,18.86,definitive
NO 15/9-F-14,1689.00,1688.55,2.49,18.77,definitive
NO 15/9-F-14,1729.30,1728.85,2.40,18.67,definitive
NO 15/9-F-14,1769.70,1769.25,2.30,18.58,definitive
NO 15/9-F-14,1810.00,1809.55,2.21,18.48,definitive
NO 15/9-F-14,1850.40,1849.95,2.12,18.38,definitive
NO 15/9-F-14,1890.80,1890.35,2.06,18.27,definitive
NO 15/9-F-14,1931.10,1930.65,2.04,18.13,definitive
NO 15/9-F-14,1971.50,1971.05,2.03,18.00,definitive
NO 15/9-F-14,2011.80,2011.35,2.00,17.87,definitive
NO 15/9-F-14,2052.50,2052.05,1.96,17.75,definitive
NO 15/9-F-14,2092.50,2092.05,1.92,17.63,definitive
NO 15/9-F-14,2132.90,2132.45,2.53,17.71,definitive
NO 15/9-F-14,2173.20,2172.69,4.46,18.25,definitive
NO 15/9-F-14,2213.60,2212.86,8.46,19.55,definitive
NO 15/9-F-14,2253.90,2252.77,13.79,21.44,definitive
NO 15/9-F-14,2294.30,2292.75,19.19,23.53,definitive
NO 15/9-F-14,2334.60,2332.53,25.13,26.05,definitive
NO 15/9-F-14,2375.00,2372.15,32.22,29.48,definitive
NO 15/9-F-14,2415.30,2411.31,40.62,33.89,definitive
NO 15/9-F-14,2455.80,2450.24,50.32,39.42,definitive
NO 15/9-F-14,2496.10,2488.51,60.41,46.94,definitive
NO 15/9-F-14,2536.50,2526.08,70.69,57.60,definitive
NO 15/9-F-14,2576.90,2562.40,81.32,71.72,definitive
NO 15/9-F-14,2617.30,2597.28,92.79,88.52,definitive
NO 15/9-F-14,2655.90,2629.30,105.16,106.16,definitive
NO 15/9-F-14,2673.90,2643.77,111.34,114.89,definitive
NO 15/9-F-14,2706.97,2669.61,123.15,131.80,definitive
NO 15/9-F-14,2747.16,2700.39,137.78,153.10,definitive
NO 15/9-F-14,2790.39,2733.57,153.53,175.89,definitive
NO 15/9-F-14,2830.75,2763.70,168.45,198.18,definitive
NO 15/9-F-14,2870.67,2791.15,183.69,222.80,definitive
NO 15/9-F-14,2911.52,2816.38,200.19,250.33,definitive
NO 15/9-F-14,2950.80,2837.63,217.25,278.59,definitive
NO 15/9-F-14,2991.49,2856.59,235.70,309.47,definitive
NO 15/9-F-14,3032.17,2873.41,252.73,342.33,definitive
NO 15/9-F-14,3072.79,2888.46,266.61,377.38,definitive
NO 15/9-F-14,3112.44,2901.50,277.84,413.08,definitive
NO 15/9-F-14,3153.53,2913.30,288.39,450.98,definitive
NO 15/9-F-14,3193.66,2922.86,297.35,488.89,definitive
NO 15/9-F-14,3233.21,2930.23,303.94,527.15,definitive
NO 15/9-F-14,3273.30,2936.57,308.34,566.48,definitive
NO 15/9-F-14,3314.97,2944.52,311.66,607.22,definitive
NO 15/9-F-14,3355.37,2955.36,314.65,646.00,definitive
NO 15/9-F-14,3395.93,2968.14,317.62,684.36,definitive
NO 15/9-F-14,3436.15,2982.12,320.27,721.96,definitive
NO 15/9-F-14,3476.50,2998.13,321.71,758.95,definitive
NO 15/9-F-14,3514.77,3015.17,322.01,793.20,definitive
NO 15/9-F-14,3555.95,3036.08,321.59,828.64,definitive
NO 15/9-F-14,3596.23,3059.53,320.41,861.34,definitive
NO 15/9-F-14,3638.07,3086.33,318.52,893.40,definitive
NO 15/9-F-14,3678.39,3112.69,316.47,923.83,definitive
NO 15/9-F-14,3718.84,3138.73,314.46,954.71,definitive
NO 15/9-F-14,3729.86,3145.78,313.90,963.16,definitive
NO 15/9-F-14,3750.00,3158.65,312.89,978.61,definitive
NO 15/9-F-15,145.90,145.90,-3.19,3.52,definitive
NO 15/9-F-15,153.40,153.40,-3.20,3.51,definitive
NO 15/9-F-15,234.20,234.20,-3.39,3.52,definitive
NO 15/9-F-15,274.60,274.60,-3.67,3.77,definitive
NO 15/9-F-15,315.00,314.99,-4.19,4.36,definitive
NO 15/9-F-15,355.30,355.25,-5.18,5.76,definitive
NO 15/9-F-15,395.70,395.54,-6.94,8.19,definitive
NO 15/9-F-15,436.10,435.76,-9.49,10.91,definitive
NO 15/9-F-15,474.40,473.89,-12.54,12.99,definitive
NO 15/9-F-15,514.80,514.07,-16.38,14.54,definitive
NO 15/9-F-15,557.10,556.09,-21.12,15.57,definitive
NO 15/9-F-15,597.50,596.16,-26.27,16.21,definitive
NO 15/9-F-15,637.80,636.05,-31.93,16.77,definitive
NO 15/9-F-15,678.20,675.99,-38.02,17.30,definitive
NO 15/9-F-15,718.50,715.77,-44.41,17.68,definitive
NO 15/9-F-15,758.90,755.59,-51.25,17.49,definitive
NO 15/9-F-15,799.30,795.24,-58.86,16.16,definitive
NO 15/9-F-15,839.70,834.64,-67.42,13.62,definitive
NO 15/9-F-15,880.00,873.67,-76.81,10.13,definitive
NO 15/9-F-15,920.40,912.79,-86.12,6.30,definitive
NO 15/9-F-15,960.80,951.97,-95.24,2.56,definitive
NO 15/9-F-15,1001.10,990.80,-105.30,-1.29,definitive
NO 15/9-F-15,1041.60,1029.65,-116.00,-5.37,definitive
NO 15/9-F-15,1081.90,1068.34,-126.35,-9.82,definitive
NO 15/9-F-15,1122.30,1107.01,-136.61,-15.43,definitive
NO 15/9-F-15,1162.60,1145.43,-146.37,-22.66,definitive
NO 15/9-F-15,1203.00,1184.10,-154.54,-31.00,definitive
NO 15/9-F-15,1243.30,1222.90,-161.33,-39.52,definitive
NO 15/9-F-15,1283.80,1261.68,-168.00,-49.08,definitive
NO 15/9-F-15,1324.10,1299.62,-174.94,-60.73,definitive
NO 15/9-F-15,1364.50,1336.81,-182.31,-74.65,definitive
NO 15/9-F-15,1404.90,1373.56,-189.90,-89.62,definitive
NO 15/9-F-15,1445.20,1410.02,-198.32,-104.55,definitive
NO 15/9-F-15,1485.60,1445.96,-208.67,-119.81,definitive
NO 15/9-F-15,1525.90,1481.41,-219.56,-135.58,definitive
NO 15/9-F-15,1566.30,1516.92,-229.49,-152.08,definitive
NO 15/9-F-15,1606.60,1552.31,-238.68,-169.01,definitive
NO 15/9-F-15,1647.00,1587.80,-248.11,-185.85,definitive
NO 15/9-F-15,1687.30,1623.20,-258.34,-202.15,definitive
NO 15/9-F-15,1727.70,1658.68,-269.47,-217.94,definitive
NO 15/9-F-15,1768.10,1694.19,-281.53,-232.94,definitive
NO 15/9-F-15,1808.40,1729.69,-294.65,-246.77,definitive
NO 15/9-F-15,1848.80,1765.28,-308.32,-260.12,definitive
NO 15/9-F-15,1889.10,1800.74,-322.32,-273.18,definitive
NO 15/9-F-15,1939.50,1845.02,-340.89,-288.48,definitive
NO 15/9-F-15,1969.90,1871.72,-352.64,-297.04,definitive
NO 15/9-F-15,2010.20,1907.01,-368.73,-307.97,definitive
NO 15/9-F-15,2050.60,1942.28,-385.01,-319.05,definitive
NO 15/9-F-15,2090.90,1977.29,-401.40,-330.42,definitive
NO 15/9-F-15,2131.30,2012.21,-418.18,-341.86,definitive
NO 15/9-F-15,2171.60,2047.01,-435.41,-352.61,definitive
NO 15/9-F-15,2212.00,2081.51,-453.76,-362.85,definitive
NO 15/9-F-15,2252.30,2115.12,-473.48,-373.12,definitive
NO 15/9-F-15,2286.70,2143.49,-490.79,-381.97,definitive
NO 15/9-F-15,2329.90,2179.58,-512.01,-392.59,definitive
NO 15/9-F-15,2370.20,2213.44,-531.65,-402.16,definitive
NO 15/9-F-15,2410.60,2247.24,-551.59,-411.76,definitive
NO 15/9-F-15,2450.90,2280.95,-571.50,-421.26,definitive
NO 15/9-F-15,2491.30,2314.78,-591.42,-430.78,definitive
NO 15/9-F-15,2531.70,2348.68,-611.08,-440.59,definitive
NO 15/9-F-15,2572.10,2382.26,-631.07,-450.81,definitive
NO 15/9-F-15,2612.40,2414.69,-652.41,-461.57,definitive
NO 15/9-F-15,2652.80,2445.59,-675.62,-473.30,definitive
NO 15/9-F-15,2693.20,2474.61,-700.74,-485.87,definitive
NO 15/9-F-15,2733.60,2501.43,-728.18,-498.45,definitive
NO 15/9-F-15,2773.90,2525.52,-758.09,-510.58,definitive
NO 15/9-F-15,2814.30,2547.21,-789.90,-522.77,definitive
NO 15/9-F-15,2854.60,2567.16,-822.54,-535.41,definitive
NO 15/9-F-15,2895.00,2585.74,-856.00,-548.29,definitive
NO 15/9-F-15,2935.40,2603.22,-890.03,-561.24,definitive
NO 15/9-F-15,2975.80,2620.06,-924.23,-574.56,definitive
NO 15/9-F-15,3016.20,2636.01,-958.78,-588.12,definitive
NO 15/9-F-15,3056.50,2651.37,-993.32,-602.03,definitive
NO 15/9-F-15,3095.90,2666.50,-1026.90,-615.99,definitive
NO 15/9-F-15,3137.20,2682.96,-1061.99,-630.23,definitive
NO 15/9-F-15,3177.60,2699.69,-1096.09,-643.96,definitive
NO 15/9-F-15,3217.90,2716.12,-1129.94,-658.34,definitive
NO 15/9-F-15,3258.30,2732.40,-1163.80,-673.17,definitive
NO 15/9-F-15,3298.60,2748.72,-1197.48,-688.10,definitive
NO 15/9-F-15,3339.00,2764.94,-1231.02,-703.68,definitive
NO 15/9-F-15,3379.40,2781.20,-1264.45,-719.47,definitive
NO 15/9-F-15,3419.70,2797.29,-1298.34,-734.15,definitive
NO 15/9-F-15,3460.10,2813.61,-1332.72,-747.66,definitive
NO 15/9-F-15,3500.50,2830.49,-1366.93,-760.92,definitive
NO 15/9-F-15,3540.80,2847.32,-1400.81,-774.77,definitive
NO 15/9-F-15,3581.20,2864.01,-1434.66,-789.16,definitive
NO 15/9-F-15,3621.50,2880.21,-1469.00,-802.62,definitive
NO 15/9-F-15,3661.90,2897.37,-1503.60,-814.39,definitive
NO 15/9-F-15,3702.30,2917.49,-1536.76,-825.60,definitive
NO 15/9-F-15,3742.60,2939.83,-1568.27,-837.04,definitive
NO 15/9-F-15,3783.00,2963.48,-1599.05,-848.20,definitive
NO 15/9-F-15,3823.30,2988.05,-1628.91,-859.53,definitive
NO 15/9-F-15,3863.60,3013.12,-1657.80,-872.17,definitive
NO 15/9-F-15,3904.00,3039.27,-1685.04,-886.46,definitive
NO 15/9-F-15,3925.90,3054.03,-1699.01,-894.62,definitive
NO 15/9-F-15,3963.80,3080.17,-1722.94,-908.03,definitive
NO 15/9-F-15,4002.89,3107.72,-1747.78,-920.33,definitive
NO 15/9-F-15,4042.88,3136.20,-1773.53,-931.46,definitive
NO 15/9-F-15,4090.00,3169.92,-1804.04,-943.80,definitive
NO 15/9-F-15 A,145.90,145.90,-3.19,3.52,definitive
NO 15/9-F-15 A,153.40,153.40,-3.20,3.51,definitive
NO 15/9-F-15 A,234.20,234.20,-3.39,3.52,definitive
NO 15/9-F-15 A,274.60,274.60,-3.67,3.77,definitive
NO 15/9-F-15 A,315.00,314.99,-4.19,4.36,definitive
NO 15/9-F-15 A,355.30,355.25,-5.18,5.76,definitive
NO 15/9-F-15 A,395.70,395.54,-6.94,8.19,definitive
NO 15/9-F-15 A,436.10,435.76,-9.49,10.91,definitive
NO 15/9-F-15 A,474.40,473.89,-12.54,12.99,definitive
NO 15/9-F-15 A,514.80,514.07,-16.38,14.54,definitive
NO 15/9-F-15 A,557.10,556.09,-21.12,15.57,definitive
NO 15/9-F-15 A,597.50,596.16,-26.27,16.21,definitive
NO 15/9-F-15 A,637.80,636.05,-31.93,16.77,definitive
NO 15/9-F-15 A,678.20,675.99,-38.02,17.30,definitive
NO 15/9-F-15 A,718.50,715.77,-44.41,17.68,definitive
NO 15/9-F-15 A,758.90,755.59,-51.25,17.49,definitive
NO 15/9-F-15 A,799.30,795.24,-58.86,16.16,definitive
NO 15/9-F-15 A,839.70,834.64,-67.42,13.62,definitive
NO 15/9-F-15 A,880.00,873.67,-76.81,10.13,definitive
NO 15/9-F-15 A,920.40,912.79,-86.12,6.30,definitive
NO 15/9-F-15 A,960.80,951.97,-95.24,2.56,definitive
NO 15/9-F-15 A,1001.10,990.80,-105.30,-1.29,definitive
NO 15/9-F-15 A,1041.60,1029.65,-116.00,-5.37,definitive
NO 15/9-F-15 A,1081.90,1068.34,-126.35,-9.82,definitive
NO 15/9-F-15 A,1122.30,1107.01,-136.61,-15.43,definitive
NO 15/9-F-15 A,1162.60,1145.43,-146.37,-22.66,definitive
NO 15/9-F-15 A,1203.00,1184.10,-154.54,-31.00,definitive
NO 15/9-F-15 A,1243.30,1222.90,-161.33,-39.52,definitive
NO 15/9-F-15 A,1283.80,1261.68,-168.00,-49.08,definitive
NO 15/9-F-15 A,1324.10,1299.62,-174.94,-60.73,definitive
NO 15/9-F-15 A,1364.50,1336.81,-182.31,-74.65,definitive
NO 15/9-F-15 A,1383.00,1353.46,-185.97,-81.83,definitive
NO 15/9-F-15 A,1406.00,1374.08,-191.22,-90.55,definitive
NO 15/9-F-15 A,1445.00,1409.43,-202.02,-102.94,definitive
NO 15/9-F-15 A,1487.00,1448.10,-215.04,-112.81,definitive
NO 15/9-F-15 A,1544.00,1501.35,-233.83,-120.39,definitive
NO 15/9-F-15 A,1584.00,1538.75,-247.87,-122.08,definitive
NO 15/9-F-15 A,1625.00,1577.02,-262.52,-121.06,definitive
NO 15/9-F-15 A,1665.00,1614.38,-276.33,-117.47,definitive
NO 15/9-F-15 A,1705.00,1651.59,-289.65,-111.40,definitive
NO 15/9-F-15 A,1746.00,1689.20,-303.70,-103.10,definitive
NO 15/9-F-15 A,1786.00,1725.15,-318.24,-93.30,definitive
NO 15/9-F-15 A,1827.00,1761.52,-333.52,-82.17,definitive
NO 15/9-F-15 A,1867.00,1796.87,-348.56,-71.03,definitive
NO 15/9-F-15 A,1907.00,1832.31,-363.42,-59.95,definitive
NO 15/9-F-15 A,1948.00,1868.78,-378.44,-48.76,definitive
NO 15/9-F-15 A,1988.00,1904.26,-393.31,-37.81,definitive
NO 15/9-F-15 A,2028.00,1939.64,-408.46,-26.95,definitive
NO 15/9-F-15 A,2069.00,1975.97,-424.46,-16.71,definitive
NO 15/9-F-15 A,2109.00,2011.59,-440.58,-8.27,definitive
NO 15/9-F-15 A,2149.00,2047.58,-456.84,-1.97,definitive
NO 15/9-F-15 A,2190.00,2084.87,-473.38,1.98,definitive
NO 15/9-F-15 A,2230.00,2121.35,-489.64,4.11,definitive
NO 15/9-F-15 A,2270.00,2157.87,-505.95,4.64,definitive
NO 15/9-F-15 A,2311.00,2195.24,-522.71,3.05,definitive
NO 15/9-F-15 A,2351.00,2231.53,-539.18,-0.33,definitive
NO 15/9-F-15 A,2392.00,2268.55,-555.86,-5.93,definitive
NO 15/9-F-15 A,2432.00,2304.33,-571.86,-13.89,definitive
NO 15/9-F-15 A,2486.00,2352.04,-592.60,-28.29,definitive
NO 15/9-F-15 A,2513.00,2375.54,-602.55,-37.11,definitive
NO 15/9-F-15 A,2544.30,2402.29,-613.95,-48.67,definitive
NO 15/9-F-15 A,2584.60,2435.64,-628.66,-65.82,definitive
NO 15/9-F-15 A,2624.91,2467.57,-643.23,-85.62,definitive
NO 15/9-F-15 A,2665.26,2498.30,-656.88,-107.90,definitive
NO 15/9-F-15 A,2705.63,2527.96,-669.30,-132.28,definitive
NO 15/9-F-15 A,2745.99,2556.53,-680.28,-158.57,definitive
NO 15/9-F-15 A,2786.36,2583.82,-690.29,-186.56,definitive
NO 15/9-F-15 A,2826.70,2609.70,-700.23,-215.85,definitive
NO 15/9-F-15 A,2867.05,2634.79,-710.32,-245.79,definitive
NO 15/9-F-15 A,2907.38,2660.46,-720.25,-275.25,definitive
NO 15/9-F-15 A,2947.73,2686.75,-728.44,-304.72,definitive
NO 15/9-F-15 A,2988.07,2712.64,-733.72,-335.17,definitive
NO 15/9-F-15 A,3028.40,2737.64,-736.89,-366.65,definitive
NO 15/9-F-15 A,3068.70,2760.67,-739.07,-399.62,definitive
NO 15/9-F-15 A,3109.03,2781.62,-740.32,-434.04,definitive
NO 15/9-F-15 A,3149.35,2801.76,-740.66,-468.96,definitive
NO 15/9-F-15 A,3189.70,2822.08,-739.89,-503.79,definitive
NO 15/9-F-15 A,3199.80,2827.07,-739.53,-512.56,definitive
NO 15/9-F-15 A,3241.65,2845.14,-737.00,-550.19,definitive
NO 15/9-F-15 A,3280.66,2857.83,-732.76,-586.79,definitive
NO 15/9-F-15 A,3321.38,2865.98,-727.05,-626.23,definitive
NO 15/9-F-15 A,3361.74,2870.39,-720.88,-665.85,definitive
NO 15/9-F-15 A,3401.25,2873.52,-714.36,-704.68,definitive
NO 15/9-F-15 A,3442.62,2877.13,-707.14,-745.24,definitive
NO 15/9-F-15 A,3482.50,2881.67,-699.84,-784.16,definitive
NO 15/9-F-15 A,3523.20,2888.04,-691.40,-823.44,definitive
NO 15/9-F-15 A,3563.45,2896.81,-681.60,-861.46,definitive
NO 15/9-F-15 A,3604.04,2908.16,-670.41,-898.77,definitive
NO 15/9-F-15 A,3644.20,2921.77,-658.08,-934.46,definitive
NO 15/9-F-15 A,3684.07,2938.25,-645.39,-968.44,definitive
NO 15/9-F-15 A,3713.92,2952.68,-636.37,-992.95,definitive
NO 15/9-F-15 A,3754.26,2974.42,-624.76,-1024.86,definitive
NO 15/9-F-15 A,3794.64,2998.30,-613.18,-1055.27,definitive
NO 15/9-F-15 A,3834.97,3023.79,-600.73,-1083.92,definitive
NO 15/9-F-15 A,3875.29,3050.59,-587.22,-1110.83,definitive
NO 15/9-F-15 A,3915.58,3078.32,-573.58,-1136.66,definitive
NO 15/9-F-15 A,3955.87,3107.13,-560.49,-1161.59,definitive
NO 15/9-F-15 A,3996.20,3136.90,-547.79,-1185.63,definitive
NO 15/9-F-15 A,4018.65,3153.83,-540.85,-1198.64,definitive
NO 15/9-F-15 A,4095.00,3212.14,-517.66,-1242.10,definitive
NO 15/9-F-15 B,145.90,145.90,-3.19,3.52,definitive
NO 15/9-F-15 B,153.40,153.40,-3.20,3.51,definitive
NO 15/9-F-15 B,234.20,234.20,-3.39,3.52,definitive
NO 15/9-F-15 B,274.60,274.60,-3.67,3.77,definitive
NO 15/9-F-15 B,315.00,314.99,-4.19,4.36,definitive
NO 15/9-F-15 B,355.30,355.25,-5.18,5.76,definitive
NO 15/9-F-15 B,395.70,395.54,-6.94,8.19,definitive
NO 15/9-F-15 B,436.10,435.76,-9.49,10.91,definitive
NO 15/9-F-15 B,474.40,473.89,-12.54,12.99,definitive
NO 15/9-F-15 B,514.80,514.07,-16.38,14.54,definitive
NO 15/9-F-15 B,557.10,556.09,-21.12,15.57,definitive
NO 15/9-F-15 B,597.50,596.16,-26.27,16.21,definitive
NO 15/9-F-15 B,637.80,636.05,-31.93,16.77,definitive
NO 15/9-F-15 B,678.20,675.99,-38.02,17.30,definitive
NO 15/9-F-15 B,718.50,715.77,-44.41,17.68,definitive
NO 15/9-F-15 B,758.90,755.59,-51.25,17.49,definitive
NO 15/9-F-15 B,799.30,795.24,-58.86,16.16,definitive
NO 15/9-F-15 B,839.70,834.64,-67.42,13.62,definitive
NO 15/9-F-15 B,880.00,873.67,-76.81,10.13,definitive
NO 15/9-F-15 B,920.40,912.79,-86.12,6.30,definitive
NO 15/9-F-15 B,960.80,951.97,-95.24,2.56,definitive
NO 15/9-F-15 B,1001.10,990.80,-105.30,-1.29,definitive
NO 15/9-F-15 B,1041.60,1029.65,-116.00,-5.37,definitive
NO 15/9-F-15 B,1081.90,1068.34,-126.35,-9.82,definitive
NO 15/9-F-15 B,1122.30,1107.01,-136.61,-15.43,definitive
NO 15/9-F-15 B,1162.60,1145.43,-146.37,-22.66,definitive
NO 15/9-F-15 B,1203.00,1184.10,-154.54,-31.00,definitive
NO 15/9-F-15 B,1243.30,1222.90,-161.33,-39.52,definitive
NO 15/9-F-15 B,1283.80,1261.68,-168.00,-49.08,definitive
NO 15/9-F-15 B,1324.10,1299.62,-174.94,-60.73,definitive
NO 15/9-F-15 B,1364.50,1336.81,-182.31,-74.65,definitive
NO 15/9-F-15 B,1383.00,1353.46,-185.97,-81.83,definitive
NO 15/9-F-15 B,1406.00,1374.08,-191.22,-90.55,definitive
NO 15/9-F-15 B,1445.00,1409.43,-202.02,-102.94,definitive
NO 15/9-F-15 B,1487.00,1448.10,-215.04,-112.81,definitive
NO 15/9-F-15 B,1544.00,1501.35,-233.83,-120.39,definitive
NO 15/9-F-15 B,1584.00,1538.75,-247.87,-122.08,definitive
NO 15/9-F-15 B,1625.00,1577.02,-262.52,-121.06,definitive
NO 15/9-F-15 B,1665.00,1614.38,-276.33,-117.47,definitive
NO 15/9-F-15 B,1705.00,1651.59,-289.65,-111.40,definitive
NO 15/9-F-15 B,1746.00,1689.20,-303.70,-103.10,definitive
NO 15/9-F-15 B,1786.00,1725.15,-318.24,-93.30,definitive
NO 15/9-F-15 B,1827.00,1761.52,-333.52,-82.17,definitive
NO 15/9-F-15 B,1867.00,1796.87,-348.56,-71.03,definitive
NO 15/9-F-15 B,1907.00,1832.31,-363.42,-59.95,definitive
NO 15/9-F-15 B,1948.00,1868.78,-378.44,-48.76,definitive
NO 15/9-F-15 B,1988.00,1904.26,-393.31,-37.81,definitive
NO 15/9-F-15 B,2028.00,1939.64,-408.46,-26.95,definitive
NO 15/9-F-15 B,2069.00,1975.97,-424.46,-16.71,definitive
NO 15/9-F-15 B,2109.00,2011.59,-440.58,-8.27,definitive
